#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;;
EVTDESC39104;The Order of the Livonian Brothers of the Sword has been formed, sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor. The Livonian Order will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;L'Ordre des Livoniens, Portes Glaives ou encore Fréres de l'Epée a été formé, soutenu par [ThePope.GetTitledFirstName] et le Saint Empire Romain. L'Ordre Livonien servira tout bon souverain catholique voulant bien les entretenir. Etant un Ordre religieux, ils ne se battront pas contre d'autres catholiques.;Der Orden von Livonian wurde durch  [ThePope.GetTitledFirstName]  gegründet. Der Orden von Livonian wird jedem guten katholischen Herscher dienen, das bereit ist, für ihren Unterhalt zu zahlen. Eine religiöser Orden seiend, werden sie mit anderen Katholiken nicht kämpfen.;The Order of the Livonian Brothers of the Sword has been formed, sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor. The Livonian Order will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;The Order of the Livonian Brothers of the Sword has been formed, sponsored by [ThePope.GetTitledFirstName] and the Holy Roman Emperor. The Livonian Order will serve any good Catholic ruler willing to pay for their upkeep. Being a religious order, they will not fight other Catholics.;;;;;;;x;;;;;
EVTOPTA39104;Helfen, Wehren, Heilen;Helfen, Wehren, Heilen;Helfen, Wehren, Heilen;Helfen, Wehren, Heilen;Helfen, Wehren, Heilen;;;;;;;x;;;;;
EVTDESC110015;Holy Order Maintenance Event;Evènement sur la maintenance des Saints Ordres;Heiliger Orden Wartungsereigniss;Holy Order Maintenance Event;Holy Order Maintenance Event;;;;;;;x;;;;;
EVTOPTA110015;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;x;;;;;
EVTDESC190000;I have been born!;Je suis né!;Ich wurde geboren.;I have been born!;I have been born!;;;;;;;x;;;;;
EVTOPTA190000;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;x;;;;;
EVTDESC190001;The birth was a difficult one. Though the midwife tried her best, [Root.GetName] did not survive.;La naissance fut difficile. Bien que la sage-femme est tout tenté, [Root.GetName] n'a pas survécu.;Die Geburt war schwierig, die Hebammen taten alles wa sie konnten , dennoch starb [Root.GetName];;;;;;;;;x;;;;;
EVTOPTA190001;A tragedy;Une tragédie;Eine Tragödie;A tragedy;A tragedy;;;;;;;x;;;;;
EVTDESC190002;Will I survive my birth?;Survivrais-je à ma naissance?;Werde ich meine Geburt überleben?;Will I survive my birth?;Will I survive my birth?;;;;;;;x;;;;;
EVTOPTA190002;I sure hope so!;J'ai bon espoir que si!;Ich hoffe es sehr !;I sure hope so!;I sure hope so!;;;;;;;x;;;;;
EVTDESC190004;I have been excommunicated for the sin of dishonorable murder.;J'ai été excommunié pour le péché d'un meurtre déshonorant.;Ich bin für die Sünde des unehrenhaften Mords exkommuniziert worden.;I have been excommunicated for the sin of dishonorable murder.;I have been excommunicated for the sin of dishonorable murder.;;;;;;;x;;;;;
EVTOPTA190004;Curses!;Malédictions!;Flüche!;Curses!;Curses!;;;;;;;x;;;;;
EVTDESC190005;My liege is unable or unwilling to enforce my rightful claims...;Mon suzerain ne peut ou ne veut pas soutenir mes revendications légitimes...;Meins Lehnsherr ist außer Stande oder widerwillig, meine rechtmäßigen Ansprüche geltend zu machen...;My liege is unable or unwilling to enforce my rightful claims...;My liege is unable or unwilling to enforce my rightful claims...;;;;;;;x;;;;;
EVTOPTA190005;... so I will look for another!;... donc je vais en chercher un autre!;... deshalb werde mich nach einem neuen umsehen !;... so I will look for another!;... so I will look for another!;;;;;;;x;;;;;
EVTDESC190006;A courtier who has legitimate claims on one of my de jure vassals is requesting permission to move to my court. He obviously hopes that I will make use of his claims to expand my realm.;Un courtisan qui a des droits légitimes sur un de mes vassaux de jure requiert ma permission de rejoindre ma cour. Il espère apparemment que je vais utiliser ses droits pour agrandir mon royaume.;Ein Höfling, der legitime Ansprüche auf einem von meinem de jure Vasallen hat, bittet um Erlaubnis, an meinen Hof zu kommen. Er hofft offensichtlich, dass ich von seinen Ansprüchen Gebrauch machen werde, meinen Bereich auszubreiten.;;A courtier who has legitimate claims on one of my de jure vassals is requesting permission to move to my court. He obviously hopes that I will make use of his claims to expand my realm.;;A courtier who has legitimate claims on one of my de jure vassals is requesting permission to move to my court. He obviously hopes that I will make use of his claims to expand my realm.;;A courtier who has legitimate claims on one of my de jure vassals is requesting permission to move to my court. He obviously hopes that I will make use of his claims to expand my realm.;;;;;;;;x
EVTOPTA190006;He is welcome!;Il est le bienvenu!;Er ist willkommen;He is welcome!;He is welcome!;;;;;;;x;;;;;
EVTOPTA190006TOOLTIP;[This.GetFirstName] will pack his bags and move to your court;[This.GetFirstName] va réunir ses biens et rejoindre votre cour.;[This.GetFirstName] packt seine Sachen und kommt an den Hof;[This.GetFirstName] will pack his bags and move to your court;[This.GetFirstName] will pack his bags and move to your court;;;;;;;x;;;;;
EVTOPTB190006;No, I don't trust him;Non, je ne le crois pas;Nein, ich vertraue Ihm nicht !;No, I don't trust him;No, I don't trust him;;;;;;;x;;;;;
EVTOPTC190006;Opportunistic scoundrels are not welcome in my court;Les canailles opportunistes ne sont pas les bienvenues à ma cour;Opportunistische Schlingel sind in meinem Hof nicht willkommen;Opportunistic scoundrels are not welcome in my court;Opportunistic scoundrels are not welcome in my court;;;;;;;x;;;;;
EVTOPTC190006TOOLTIP;[From.GetFirstName] will not receive any further such requests;[From.GetFirstName] ne recevra pas davantage de demandes de cette nature;[From.GetFirstName] wird keine solcher Bitten mehr erhalten.;[From.GetFirstName] will not receive any further such requests;[From.GetFirstName] will not receive any further such requests;;;;;;;x;;;;;
EVTDESC190007;[From.GetFirstName] accepted my request to move to [From.GetHisHer] court.;[From.GetFirstName] a ccépté ma requête de rejoindre [From.GetHisHer]cour.;[From.GetFirstName] hat meinen Vorschlag angenommen und kommt an [From.GetHisHer] ´s Hof.;[From.GetFirstName] accepted my request to move to [From.GetHisHer] court.;[From.GetFirstName] accepted my request to move to [From.GetHisHer] court.;;;;;;;x;;;;;
EVTOPTA190007;I'm out of here!;Je ne suis pas là!;Ich bin hier raus !;I'm out of here!;I'm out of here!;;;;;;;x;;;;;
EVTDESC190008;[From.GetFirstName] has left my court to seek out a liege who he thinks will enforce his claims.;[From.GetFirstName] a quitté ma cour pour chercher un suzerain capable de soutenir ses revendications légitimes. ;[From.GetFirstName] hat meinen Hof verlassen und sucht sich einen neuen Lehnsherren der seine Ansprüche durchsetzt.;[From.GetFirstName] has left my court to seek out a liege who he thinks will enforce his claims.;[From.GetFirstName] has left my court to seek out a liege who he thinks will enforce his claims.;;;;;;;x;;;;;
EVTOPTA190008;He's a fool;C'est un imbécile;Ers ist ein Narr;He's a fool;He's a fool;;;;;;;x;;;;;
EVTDESC190009;[From.GetFirstName] called me an opportunistic scoundrel who is not welcome at [From.GetHisHer] court. All I wanted was the lands that are rightfully mine!;[From.GetFirstName] m'a traité de canaille opportuniste qui n'est pas le bienvenu à [From.GetHisHer] court. Tout ce que je voulais c'était les terres qui sont légalement miennes! ;[From.GetFirstName]hat mich einen Opportunistische Schlingel genannt und ist am hof von [From.GetHisHer] nicht wilkommen. Alles, was ich wollte, war die Länder, die rechtmäßig meinig sind!;[From.GetFirstName] called me an opportunistic scoundrel who is not welcome at [From.GetHisHer] court. All I wanted was the lands that are rightfully mine!;[From.GetFirstName] called me an opportunistic scoundrel who is not welcome at [From.GetHisHer] court. All I wanted was the lands that are rightfully mine!;;;;;;;x;;;;;
EVTOPTA190009;Why, [From.GetFirstName], why?!;Pourquoi, [From.GetFirstName], pourquoi?!;Warum, [From.GetFirstName], warum nur?!;Why, [From.GetFirstName], why?!;Why, [From.GetFirstName], why?!;;;;;;;x;;;;;
EVTDESC190020;A papal bull has arrived demanding the return of Holy Rome to the Papacy.;Une bulle papale est arrivée, elle demande le retour de la Sainte Rome à la Papauté. ;Ein päpstlicher Bulle ist angekommen, die Rückkehr des Heiligen Roms zum Papsttum fordert.;A papal bull has arrived demanding the return of Holy Rome to the Papacy.;A papal bull has arrived demanding the return of Holy Rome to the Papacy.;;;;;;;x;;;;;
EVTOPTA190020;Accept;Accepter;Akzeptiert;Accept;Accept;;;;;;;x;;;;;
EVTOPTB190020;Refuse;Refuser;Abgelehnt;Refuse;Refuse;;;;;;;x;;;;;
EVTDESC190031;Being known as a dishonorable murderer is causing me severe mentral stress. Can I really live with what I've done?;Être connu comme un meurtrier me cause un sévère stress. Puis-je réellement vivre avec ce que j'ai fais? ;Weil bekannt wurde das Ich ein unehrenhafter Mörder bin habe ich Mentale Probleme. Kann ich wirklich damit leben, was ich getan habe?;Being known as a dishonorable murderer is causing me severe mentral stress. Can I really live with what I've done?;Being known as a dishonorable murderer is causing me severe mentral stress. Can I really live with what I've done?;;;;;;;x;;;;;
EVTOPTA190031;The guilt weighs heavily on me;La culpabilité pèse lourdement sur mes épaules;Die Schuld lastet schwer auf mir;The guilt weighs heavily on me;The guilt weighs heavily on me;;;;;;;x;;;;;
EVTOPTB190031;I'm handling it just fine;Je me remet, tout va bien ;Ich mache mich ganz gut;I'm handling it just fine;I'm handling it just fine;;;;;;;x;;;;;
EVTOPTC190031;The guilt weighs heavily on me;La culpabilité pèse lourdement sur mes épaules;Die Schuld lastet schwer auf mir;The guilt weighs heavily on me;The guilt weighs heavily on me;;;;;;;x;;;;;
EVTOPTD190031;I have no regrets;Je n'ai aucuns regrets;Ich habe keine Reue;I have no regrets;I have no regrets;;;;;;;x;;;;;
EVTDESC190032;I was listening in on my courtiers' conversation when I heard one of them call me a murderer. They are clearly working with my enemies!;J'écoutais discrètement la conversation de mes courtisans lorsque j'ai entendu l'un d'eux me désigner comme un meurtrier. Il est clair qu'il travaillent pour mes ennemis! ;Ich hörte in einem Gespräch meiner Höflinge, das mich mich einer einen Mörder nannte. Sie arbeiten klar mit meinen Feinden!;I was listening in on my courtiers' conversation when I heard one of them call me a murderer. They are clearly working with my enemies!;I was listening in on my courtiers' conversation when I heard one of them call me a murderer. They are clearly working with my enemies!;;;;;;;x;;;;;
EVTOPTA190032;They must die! They must all die!;Ils doivent mourir! Ils doivent mourir! ;Sie müssen sterben, alle müssen sie sterben !;They must die! They must all die!;They must die! They must all die!;;;;;;;;x ;;;;
EVTDESC190033;How can I be crowned if I am not the Emperor?;Comment pourrais être couronné si je ne suis pas l'Empereur? ;Wie kann ich gekrönt werden, wenn ich nicht der Kaiser bin?;How can I be crowned if I am not the Emperor?;How can I be crowned if I am not the Emperor?;;;;;;;x;;;;;
EVTOPTA190033;That's silly!;C'est idiot!;Das ist töricht !;That's silly!;That's silly!;;;;;;;;x ;;;;
EVTDESC190034;The unfortunate death of one of my prisoners has given me a reputation for tyranny.;La malheureuse mort de la de mes prisonniers m'a donné une réputation de tyran. ;Der unglückliche Tod eines meiner Gefangenen hat mir den Ruf der Tyrannei eingebracht.;The unfortunate death of one of my prisoners has given me a reputation for tyranny.;The unfortunate death of one of my prisoners has given me a reputation for tyranny.;;;;;;;x;;;;;
EVTOPTA190034;That's unfair!;Ce n'est pas juste!;Das ist unfair !;That's unfair!;That's unfair!;;;;;;;;x ;;;;
EVTDESC190044;I have grown increasingly attached to [Root.Spouse.GetFirstName], and though our marriage was merely a practical arrangement I wonder if I have now come to love [Root.Spouse.GetHerHim].;Je suis de plus en plus attaché à [Root.Spouse.GetFirstName], et quoique notre marriage n'est été qu'un arrangement pratique je me demande si je n'en suis pas venu à aimer [Root.Spouse.GetHerHim].;Ich fühle mich immer mehr zu [Root.Spouse.GetFirstName] hingezogen,  und das obwohl unsere Ehre eher Zweckmäßig war bisher. Ich frage mich ob ich liebe gegenüber [Root.Spouse.GetHerHim] empfinde.;I have grown increasingly attached to [Root.Spouse.GetFirstName], and though our marriage was merely a practical arrangement I wonder if I have now come to love [Root.Spouse.GetHerHim].;I have grown increasingly attached to [Root.Spouse.GetFirstName], and though our marriage was merely a practical arrangement I wonder if I have now come to love [Root.Spouse.GetHerHim].;;;;;;;;x ;;;;
EVTOPTA190044;This is a marriage of love;C'est un mariage d'amour;Das ist eine Ehe der Liebe;This is a marriage of love;This is a marriage of love;;;;;;;;x ;;;;
EVTOPTB190044;But all the other girls!;Mais toutes les autres filles!;Aber all die anderen Mädchen!;But all the other girls!;But all the other girls!;;;;;;;;x ;;;;
EVTOPTC190044;But all the other boys!;Mais tous les autres garçons!;Aber all die anderen Jungen !;But all the other boys!;But all the other boys!;;;;;;;;x ;;;;
EVTDESC190045;As I was sleeping, [From.GetTitledFirstName] broke into my bedchamber and put a dagger to my throat. I was forced out into the courtyard, where [From.GetHerHis] co-conspirators were waiting on fast horses. [From.GetTitledFirstName] now has me locked up in the basement of [From.GetHerHis] manor and is demanding that I give [From.GetHerHim] the land [From.GetSheHe] considers rightfully [From.GetHerHis]. If I refuse, [From.GetSheHe] is threatening to kill me...;Alors que je dormais, [From.GetTitledFirstName] a pénétré dans ma chambre et m'a mis une dague sous la gorge. J'ai été conduit jusque dans la cour, où [From.GetHerHis] co-conspirateurs attendaient sur des montures fraîches. [From.GetTitledFirstName] m'a désormais enfermé au sous-sol de [From.GetHerHis] manoir et m'a demandé de lui donner la terre qu'[From.GetSheHe] consièdre comme son droit légitime.Si je refuse, [From.GetSheHe] m'a menacé de me tuer...;Während ich schlief brach [From.GetTitledFirstName] in mein Kammer ein und setze mir einen Dolch an die Kehle. Ich wurde in den Innenhof gebracht wo bereits [From.GetHerHis] Mitverschwörer mit schnelle Pferden warteten. [From.GetTitledFirstName] kerkerte mich im Verlies von [From.GetHerHis] ein und verlangte das ich [From.GetHerHim] die Ländereien von [From.GetHerHim] an [From.GetSheHe] übergeben die rechtmäßig [From.GetHerHis] gehören. Wenn ich mich weigere droht [From.GetSheHe] mich zu töten.;As I was sleeping, [From.GetTitledFirstName] broke into my bedchamber and put a dagger to my throat. I was forced out into the courtyard, where [From.GetHerHis] co-conspirators were waiting on fast horses. [From.GetTitledFirstName] now has me locked up in the basement of [From.GetHerHis] manor and is demanding that I give [From.GetHerHim] the land [From.GetSheHe] considers rightfully [From.GetHerHis]. If I refuse, [From.GetSheHe] is threatening to kill me...;As I was sleeping, [From.GetTitledFirstName] broke into my bedchamber and put a dagger to my throat. I was forced out into the courtyard, where [From.GetHerHis] co-conspirators were waiting on fast horses. [From.GetTitledFirstName] now has me locked up in the basement of [From.GetHerHis] manor and is demanding that I give [From.GetHerHim] the land [From.GetSheHe] considers rightfully [From.GetHerHis].;;;;;;;x;;;;;
EVTOPTA190045;Take the land, just don't kill me!;Prend ces terres, ne me tue pas!;Nim mein Land , aber töte mich nicht !;Take the land, just don't kill me!;Take the land, just don't kill me!;;;;;;;x;;;;;
EVTOPTB190045;I do not give in to threats;Je ne cède pas aux menaces;Ich gebe Drohungen nicht nach;I do not give in to threats;I do not give in to threats;;;;;;;x;;;;;
EVTTOOLTIP190045;The kidnapping succeeds;L'enlèvement est un succès;Das Kidnapping ist erfolgreich;The kidnapping succeeds;The kidnapping succeeds;;;;;;;x;;;;;
EVTDESC190046;My guards caught [From.GetTitledFirstName] just as [From.GetSheHe] was about to break into my bedchamber, dagger in hand. Under interrogation, [From.GetSheHe] has confessed to planning to kidnap me to force me to give [From.GetHerHim] lands and a title.;Mes gardent ont attrapé [From.GetTitledFirstName] juste au moment où [From.GetSheHe] allait pénétrer dans ma chambre, dague à la main. Sous la question,[From.GetSheHe] a confessé son projet de m'enlever pour me forcer à lui donner des terres et un titre. ;Meine Wachen schnappten [From.GetTitledFirstName] gerade als [From.GetSheHe]  versuchte in meine Gemächer einzudringen. Mit einem Dolch in der Hand !. Im Verhör gstand  [From.GetSheHe] das er plante mich zu kidnapen um mich zu zwingen Ländereien und Titel an [From.GetHerHim] zu geben.;My guards caught [From.GetTitledFirstName] just as [From.GetSheHe] was about to break into my bedchamber, dagger in hand. Under interrogation, [From.GetSheHe] has confessed to planning to kidnap me to force me to give [From.GetHerHim] lands and a title.;My guards caught [From.GetTitledFirstName] just as [From.GetSheHe] was about to break into my bedchamber, dagger in hand. Under interrogation, [From.GetSheHe] has confessed to planning to kidnap me to force me to give [From.GetHerHim] lands and a title.;;;;;;;x;;;;;
EVTOPTA190046;Let [From.GetHerHim] rot in jail;Laissez [From.GetHerHim] pourrir dans les geôles;Laßt [From.GetHerHim] im Kerker verrecken !;Let [From.GetHerHim] rot in jail;Let [From.GetHerHim] rot in jail;;;;;;;x;;;;;
EVTOPTB190046;The punishment for treason is death!;La punition pour la trahison est la mort!;Die Strafe für den Verrat ist Tod!;The punishment for treason is death!;The punishment for treason is death!;;;;;;;x;;;;;
EVTOPTC190046;I will forgive [From.GetHerHim]... this time.;Je vais pardonner [From.GetHerHim]... Pour cette fois.;Ich vergebe [From.GetHerHim]... Diesmal !;I will forgive [From.GetHerHim]... this time.;I will forgive [From.GetHerHim]... this time.;;;;;;;x;;;;;
EVTTOOLTIP190046;The kidnapping fails;L'enlèvement est un échec;Das Kidnapping scheitert;The kidnapping fails;The kidnapping fails;;;;;;;x;;;;;
EVTDESC190047;For too long, our hereditary rights to our lands have been denied. The time has come to [From.GetObjective]! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];Depuis trop longtemps, nos droits héréditaires sur nos terres ont été déniés. Le temps est venu de [From.GetObjective]! Soumettez vous à cette demande pacifique où subissez en les conséquences. Soyez assuré que j'ai réunis d'autres mécontents...\n\nSigné,\n[From.GetTitledName];Für zu lang sind unsere erblichen Rechte auf unsere Länder bestritten worden. Die Zeit  zu [From.GetObjective] ist gekommen! Gehorchen Sie dieser Nachfrage friedlich oder stehen Sie den Folgen gegenüber. Ich versichere, dass ich andere gesammelt habe, die ebenso aufgebracht sind...\n\nSigned,\n[From.GetTitledName];;For too long, our hereditary rights to our lands have been denied. The time has come to [From.GetObjective]! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];;;;;;;;;x;;;
EVTDESC190049;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and institute hereditary titles. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];Plutôt que de risquer une guerre civile qui déchirerait le Royaume, j'ai décidé d'accéder à votre demande et d'instituer les tites héréditaires. Mais ce chantage et cet acte de tratrise ne seront pas oubliés...\n\nSigné,\n[From.GetTitledName];Anstatt Bürgerkrieg zu riskieren, der das Reich zerstört, habe ich mich dafür entschieden, Ihrer Nachfrage nachzugeben und erbliche Titel zu errichten. Aber diese tückische Tat der Erpressung wird nicht vergessen....\n\nSigned,\n[From.GetTitledName];;Rather than risking civil war tearing the realm apart, I have decided to give in to your demand and institute hereditary titles. But this treacherous act of blackmail will not be forgotten...\n\nSigned,\n[From.GetTitledName];;;;;;;;;x;;;
EVTDESC190051;Your shameful attempt of blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. My right to appoint vassals will not be compromised!\n\nSigned,\n[From.GetTitledName];Votre honteuse tentative de chantage n'a pas fonctionné. peu importe combien d'âmes corrompues vous avez séduit pour mettre en oeuvre votre plan je ne vais pas vous céder sans combattre. Mon droit de fieffer des vassaux ne sera pas compromis! \n\nSigné,\n[From.GetTitledName];Ihr schändlicher Versuch der Erpressung ist nicht erfolgreich gewesen. Egal wie viele verdorbene Seelen, die Sie gelockt haben, um zu helfen, Ihren Plan auszuführen, den ich ohne einen Kampf nicht einreichen werde. Mein Recht, Vasallen zu ernennen, wird nicht in Verlegenheit gebracht!\n\nSigned,\n[From.GetTitledName];;Your shameful attempt of blackmail has not succeeded. No matter how many corrupted souls you have enticed to help carry out your plan I will not give in without a fight. My right to appoint vassals will not be compromised!\n\nSigned,\n[From.GetTitledName];;;;;;;;;x;;;
EVTDESC220000;My liege has broken the vassal contract. I am now independent.;Mon suzerain a rompu le contrat vassalique. Je suis désormais indépendant(e). ;Mein Lehnsherr hat den Vasall-Vertrag gebrochen. Ich bin jetzt unabhängig.;My liege has broken the vassal contract. I am now independent.;My liege has broken the vassal contract. I am now independent.;;;;;;;;x;;;;
EVTOPTA220000;How dare he!;Comment osez vous!;Wie kann er nur !;How dare he!;How dare he!;;;;;;;;x;;;;
EVTDESC220001;My liege has revoked my Honorary Title.;Mon suzerain a révoqué mon Titre Honorifique. ;Mein Lehnsherr hat meinen Ehrentitel widerrufen.;My liege has revoked my Honorary Title.;My liege has revoked my Honorary Title.;;;;;;;;x;;;;
EVTOPTA220001;Outrageous!;C'est outrageant!;Unerhört!;Outrageous!;Outrageous!;;;;;;;;x;;;;
EVTDESC220002;My liege has revoked my Honorary Title.;Mon suzerain a révoqué mon Titre Honorifique. ;Mein Lehnsherr hat meinen Ehrentitel widerrufen.;My liege has revoked my Honorary Title.;My liege has revoked my Honorary Title.;;;;;;;;x;;;;
EVTOPTA220002;About time;Il était temps;Wurde auch zeit;About time;About time;;;;;;;;x;;;;
EVTDESC220003;I have become unable to carry out my duties as a Concubine.;Je suis devenu incpable de remplir mes devoirs de concubine. ;Ich bin außer Stande geworden, meine Aufgaben als eine Konkubine auszuführen.;I have become unable to carry out my duties as a Concubine.;I have become unable to carry out my duties as a Concubine.;;;;;;;;x;;;;
EVTOPTA220003;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC220004;I am pregnant with my liege's child.;Je suis enceinte du fils de mon suzerain.;Ich bin Schwanger mit meines Lehnsherren Kind;I am pregnant with my liege's child.;I am pregnant with my liege's child.;;;;;;;;x;;;;
EVTOPTA220004;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC220005;My concubine, [From.GetFirstName], is pregnant child with my child.;Ma concubine, [From.GetFirstName], est enceinte de mon fils.;Meine Konkubine, [From.GetFirstName], ist schwanger mit meinem Kind !;My concubine, [From.GetFirstName], is pregnant child with my child.;My concubine, [From.GetFirstName], is pregnant child with my child.;;;;;;;;x;;;;
EVTDESC190052;Some of my claims have expired.;Certaines de mes revendications ne sont plus valables;Einige meiner Ansprüche sind abgelaufen.;Some of my claims have expired.;Some of my claims have expired.;;;;;;;x;;;;;
EVTDESC190053;I have been granted sanction to fight the enemies of the [Root.Religion.GetName] faith!;J'ai obtenu l'autorisation de combattre les ennemis de la foi [Root.Religion.GetName] !;Mir ist Sanktion gewährt worden, um die Feinde des [Root.Religion.GetName] zu bekämpfen!;I have been granted sanction to fight the enemies of the [Root.Religion.GetName] faith!;I have been granted sanction to fight the enemies of the [Root.Religion.GetName] faith!;;;;;;;x;;;;;
EVTOPTA190053;Good!;Bien!;Sehr Gut !;Good!;Good!;;;;;;;x;;;;;
EVTDESC190054;My request for sanction to fight against the enemies of the [Root.Religion.GetName] faith was denied.;Ma demande d'autorisation pour combattre les ennemis du [Root.Religion.GetName] a été rejetée.;Meine Bitte die Feinde der [Root.Religion.GetName] zu bekämpfen wurde abgelehnt.;My request for sanction to fight against the enemies of the [Root.Religion.GetName] faith was denied.;My request for sanction to fight against the enemies of the [Root.Religion.GetName] faith was denied.;;;;;;;x;;;;;
EVTOPTA190054;Damnation!;Malédiction!;Verdammung!;Damnation!;Damnation!;;;;;;;x;;;;;
EVTDESC190058;The death of the ruler has brought about certain changes in court.;The death of the ruler has brought about certain changes in court.;Der Tod des Herscheres hat bestimmte Änderungen im Gericht verursacht.;The death of the ruler has brought about certain changes in court.;The death of the ruler has brought about certain changes in court.;;;;;;;x;;;;;
EVTOPTA190058;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC210000;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. The tyranny and nefariousness of [Root.Liege.GetTitledFirstName] has forced my hand. I can no longer stand idly by as our rights and traditions are scorned. I ask that you join me in my righteous war to depose [Root.Liege.GetTitledFirstName] and restore order and good rule to the [Root.Liege.PrimaryTitle.GetFullName].;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. The tyranny and nefariousness of [Root.Liege.GetTitledFirstName] has forced my hand. I can no longer stand idly by as our rights and traditions are scorned. I ask that you join me in my righteous war to depose [Root.Liege.GetTitledFirstName] and restore order and good rule to the [Root.Liege.PrimaryTitle.GetFullName].;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. The tyranny and nefariousness of [Root.Liege.GetTitledFirstName] has forced my hand. I can no longer stand idly by as our rights and traditions are scorned. I ask that you join me in my righteous war to depose [Root.Liege.GetTitledFirstName] and restore order and good rule to the [Root.Liege.PrimaryTitle.GetFullName].;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. The tyranny and nefariousness of [Root.Liege.GetTitledFirstName] has forced my hand. I can no longer stand idly by as our rights and traditions are scorned. I ask that you join me in my righteous war to depose [Root.Liege.GetTitledFirstName] and restore order and good rule to the [Root.Liege.PrimaryTitle.GetFullName].;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. The tyranny and nefariousness of [Root.Liege.GetTitledFirstName] has forced my hand. I can no longer stand idly by as our rights and traditions are scorned. I ask that you join me in my righteous war to depose [Root.Liege.GetTitledFirstName] and restore order and good rule to the [Root.Liege.PrimaryTitle.GetFullName].;;;;;;;x;;;;;
EVTOPTA210000;I will join the revolt;I will join the revolt;Ich werde mich der Revolte anschließen;I will join the revolt;I will join the revolt;;;;;;;;x;;;;
EVTOPTB210000;I must stand by my liege;I must stand by my liege;Ich muss meinem Lehnsherrns treu bleiben;I must stand by my liege;I must stand by my liege;;;;;;;;x;;;;
EVTDESC210001;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. This is a formal declaration of WAR. Our armies shall meet on the field of battle!;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. This is a formal declaration of WAR. Our armies shall meet on the field of battle!;An [Root.GetTitledFirstName] von [From.GetTitledFirstName]. Dies ist eine formelle Kriegerklärung !;;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. This is a formal declaration of WAR. Our armies shall meet on the field of battle!;;;;;;;;;x;;;
EVTOPTA210001;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC210002;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Of course I will join in your righteous war. Together we will overthrow the tyrant!;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Of course I will join in your righteous war. Together we will overthrow the tyrant!;An [Root.GetTitledFirstName] von [From.GetTitledFirstName]. Natürlich werde ich euerem Krieg beistehen !;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Of course I will join in your righteous war. Together we will overthrow the tyrant!;To [Root.GetTitledFirstName] from [From.GetTitledFirstName]. Of course I will join in your righteous war. Together we will overthrow the tyrant!;;;;;;;x;;;;;
EVTOPTA210002;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC190059;Blessed Rome has been returned to us!;Blessed Rome has been returned to us!;Das heilige Rom ist zu uns zurückgegeben worden!;Blessed Rome has been returned to us!;Blessed Rome has been returned to us!;;;;;;;;x;;;;
EVTOPTA190059;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
EVTDESC220007;I have been dismissed from my post as Castellan;I have been dismissed from my post as Castellan;Ich bin von meinem Posten als Castellan entlassen worden;I have been dismissed from my post as Castellan;I have been dismissed from my post as Castellan;;;;;;;;x;;;;
EVTOPTA220007;Accept the dismissal;Accept the dismissal;Akzeptieren Sie die Entlassung;Accept the dismissal;Accept the dismissal;;;;;;;;x;;;;
EVTOPTB220007;Revolt!;Revolt!;Revolte!;Revolt!;Revolt!;;;;;;;;x;;;;
EVTDESC220008;Death of Castellan;Death of Castellan;Tot des Castelan;Death of Castellan;Death of Castellan;;;;;;;;x;;;;
EVTOPTA220008;Ok;Ok;Einverstanden;Ok;Ok;;;;;;;;x;;;;
